Key|Name|SortName|Dates|SortWithDates|Role|Epoque||
sammycahn|Sammy Cahn|Cahn, Sammy||Cahn, Sammy|Composer||Cahn|Cahn, Sammy
samtotman|Sam Totman|Totman, Sam||Totman, Sam|Composer||Totman|Totman, Sam
samuelarnold|Samuel Arnold|Arnold, Samuel|(1740-1802)|Arnold, Samuel (1740-1802)|Composer|Classical|Arnold|Samuel Arnold (1740-1802)
samuelaugustusward|Samuel Augustus Ward|Ward, Samuel Augustus|(1847-1903)|Ward, Samuel Augustus (1847-1903)|Composer|Romantic|Ward|Ward, Samuel Augustus
samuelbarber|Samuel Barber|Barber, Samuel|(1910-1981)|Barber, Samuel (1910-1981)|Composer|20th Century|Barber|Barber, Samuel
samuelcapricornus|Samuel Capricornus|Capricornus, Samuel|(1628-1665)|Capricornus, Samuel (1628-1665)|Composer|Baroque|Capricornus|Samuel Capricornus (1628-1665)
samuelcoleridgetaylor|Samuel Coleridge-Taylor|Coleridge-Taylor, Samuel|(1875-1912)|Coleridge-Taylor, Samuel (1875-1912)|Composer|20th Century|Coleridge-Taylor|Coleridge-Taylor, Samuel
samuelmaykapar|Samuel Maykapar|Maykapar, Samuel|(1867-1938)|Maykapar, Samuel (1867-1938)|Composer|Romantic|Maykapar|Samuel Maykapar (1867-1938)
samuelscheidt|Samuel Scheidt|Scheidt, Samuel|(1587-1654)|Scheidt, Samuel (1587-1654)|Composer|Baroque|Scheidt|Scheidt, Samuel
samuelwebbetheelder|Samuel Webbe the elder|elder, Samuel Webbe the|(1740-1816)|elder, Samuel Webbe the (1740-1816)|Composer|Classical|elder|Samuel Webbe the elder (1740-1816)
samuelwebbetheyounger|Samuel Webbe the younger|younger, Samuel Webbe the|(1768-1843)|younger, Samuel Webbe the (1768-1843)|Composer|Classical|younger|Samuel Webbe the younger (1768-1843)
samuelwesley|Samuel Wesley|Wesley, Samuel|(1766-1837)|Wesley, Samuel (1766-1837)|Composer|Classical|Wesley|Samuel Wesley (1766-1837)
sances|Giovanni Felice Sances|Sances, Giovanni Felice|(c1600-1679)|Sances, Giovanni Felice (c1600-1679)|Composer|Baroque|Sances|
sandergommans|Sander Gommans|Gommans, Sander||Gommans, Sander|Composer||Gommans|Gommans, Sander
sandraschleret|Sandra Schleret|Schleret, Sandra||Schleret, Sandra|Composer||Schleret|Schleret, Sandra
sandychapin|Sandy Chapin|Chapin, Sandy||Chapin, Sandy|Composer||Chapin|Chapin, Sandy
sandyjulienwilhelm|Sandy Julien Wilhelm|Wilhelm, Sandy Julien||Wilhelm, Sandy Julien|Composer||Wilhelm|Wilhelm, Sandy Julien
sandypearlman|Sandy Pearlman|Pearlman, Sandy||Pearlman, Sandy|Composer||Pearlman|Pearlman, Sandy
sandywilson|Sandy Wilson|Wilson, Sandy||Wilson, Sandy|Composer||Wilson|Wilson, Sandy
sanfranciscosymphonyorchestra|San Francisco Symphony Orchestra|San Francisco Symphony Orchestra|||Orchestra|||
santadellapieta|Santa della Pietà|Pietà, Santa della|(fl1725-1750, d. after 1774)|Pietà, Santa della (fl1725-1750, d. after 1774)|Composer|Classical|Pietà|Santa della Pietà (fl1725-1750, d. after 1774)
santiagodemurcia|Santiago de Murcia|Murcia, Santiago de|(1673-1739)|Murcia, Santiago de (1673-1739)|Composer|Baroque|Murcia|Santiago de Murcia (1673-1739)
santini|Prospero Santini|Santini, Prospero|(f1591-1614)|Santini, Prospero (f1591-1614)|Composer|Renaissance|Santini|
santos|José Joaquim dos Santos|Santos, José Joaquim dos|(? 1747-1801)|Santos, José Joaquim dos (? 1747-1801)|Composer|Baroque|Santos|
sanz|Gaspar Sanz|Sanz, Gaspar|(1640-1710)|Sanz, Gaspar (1640-1710)|Composer|Baroque|Sanz|
saracini|Claudio Saracini|Saracini, Claudio|(1586-1630)|Saracini, Claudio (1586-1630)|Composer|Baroque|Saracini|
sarasate|Pablo de Sarasate|Sarasate, Pablo de|(1844-1908)|Sarasate, Pablo de (1844-1908)|Composer|Romantic|Sarasate|
sarro|Domenico Sarro|Sarro, Domenico|(1679-1744)|Sarro, Domenico (1679-1744)|Composer|Baroque|Sarro|
sarti|Giuseppe Sarti|Sarti, Giuseppe|(1729-1802)|Sarti, Giuseppe (1729-1802)|Composer|Classical|Sarti|
sartorio|Antonio Sartorio|Sartorio, Antonio|(1630-1680)|Sartorio, Antonio (1630-1680)|Composer|Baroque|Sartorio|
saschapaeth|Sascha Paeth|Paeth, Sascha||Paeth, Sascha|Composer||Paeth|Paeth, Sascha
sass|Jonathan Sass|Sass, Jonathan|(b1961)|Sass, Jonathan (b1961)|Composer|20th Century|Sass|
satie|Erik Satie|Satie, Erik|(1866-1925)|Satie, Erik (1866-1925)|Composer|Romantic|Satie|
sauer|Emil von Sauer|Sauer, Emil von|(1862-1942)|Sauer, Emil von (1862-1942)|Composer|Romantic|Sauer|
sauliussondeckis|Saulius Sondeckis|Sondeckis, Saulius|||Conductor||Sondeckis|
savage|Jane Savage|Savage, Jane|(1752/3-1824)|Savage, Jane (1752/3-1824)|Composer|Classical|Savage|
savariabaroqueorchestra|Savaria Baroque Orchestra|Savaria Baroque Orchestra|||Orchestra|||
saveriomercadante|Saverio Mercadante|Mercadante, Saverio|(1795-1870)|Mercadante, Saverio (1795-1870)|Composer|Romantic|Mercadante|Saverio Mercadante (1795-1870)
saxeweimareisenach|Anna Amalia, Duchess of Saxe-Weimar-Eisenach|Saxe-Weimar-Eisenach, Anna Amalia, Duchess of|(1739-1807)|Saxe-Weimar-Eisenach, Anna Amalia, Duchess of (1739-1807)|Composer|Classical|Saxe-Weimar-Eisenach|
saxony|Amalie, Princess of Saxony|Saxony, Amalie, Princess of|(1794-1870)|Saxony, Amalie, Princess of (1794-1870)|Composer|Romantic|Saxony|
scacchi|Marco Scacchi|Scacchi, Marco|(c1600-1662)|Scacchi, Marco (c1600-1662)|Composer|Baroque|Scacchi|
scanabecchi|Angiola Teresa Moratori Scanabecchi|Scanabecchi, Angiola Teresa Moratori|(1662-1708)|Scanabecchi, Angiola Teresa Moratori (1662-1708)|Composer|Baroque|Scanabecchi|
scarani|Giuseppe Scarani|Scarani, Giuseppe|(fl 1628-1641)|Scarani, Giuseppe (fl 1628-1641)|Composer|Baroque|Scarani|
scarlatti|Alessandro Scarlatti|Scarlatti, Alessandro|(1660-1725)|Scarlatti, Alessandro (1660-1725)|Composer|Baroque|Scarlatti|
schacht|Theodor von Schacht|Schacht, Theodor von|(1748-1823)|Schacht, Theodor von (1748-1823)|Composer|Classical|Schacht|
schaffrath|Christoph Schaffrath|Schaffrath, Christoph|(1709-1763)|Schaffrath, Christoph (1709-1763)|Composer|Classical|Schaffrath|
scharwenka|Philipp Scharwenka|Scharwenka, Philipp|(1847-1917)|Scharwenka, Philipp (1847-1917)|Composer|Romantic|Scharwenka|
scheibe|Johann Adolph Scheibe|Scheibe, Johann Adolph|(1708-1776)|Scheibe, Johann Adolph (1708-1776)|Composer|Classical|Scheibe|
scheidemann|Heinrich Scheidemann|Scheidemann, Heinrich|(c1595-1663)|Scheidemann, Heinrich (c1595-1663)|Composer|Baroque|Scheidemann|
scheidt|Gottfried Scheidt|Scheidt, Gottfried|(1593-1661)|Scheidt, Gottfried (1593-1661)|Composer|Baroque|Scheidt|
schein|Johann Hermann Schein|Schein, Johann Hermann|(1586-1630)|Schein, Johann Hermann (1586-1630)|Composer|Baroque|Schein|
schelle|Johann Schelle|Schelle, Johann|(1648-1701)|Schelle, Johann (1648-1701)|Composer|Baroque|Schelle|
schenck|Johannes Schenck|Schenck, Johannes|(1660-c1712)|Schenck, Johannes (1660-c1712)|Composer|Baroque|Schenck|
schenk|Johann Baptist Schenk|Schenk, Johann Baptist|(1753-1836)|Schenk, Johann Baptist (1753-1836)|Composer|Classical|Schenk|
scherer|Sebastian Anton Scherer|Scherer, Sebastian Anton|(1631-1712)|Scherer, Sebastian Anton (1631-1712)|Composer|Baroque|Scherer|
schiassi [de]|Gaetano Maria Schiassi [de]|Schiassi [de], Gaetano Maria|(1698-1754)|Schiassi [de], Gaetano Maria (1698-1754)|Composer|Classical|Schiassi [de]|
schieferdecker|Johann Christian Schieferdecker|Schieferdecker, Johann Christian|(1679-1732)|Schieferdecker, Johann Christian (1679-1732)|Composer|Baroque|Schieferdecker|
schildt|Melchior Schildt|Schildt, Melchior|(1592/1593-1667)|Schildt, Melchior (1592/1593-1667)|Composer|Baroque|Schildt|
schindler|Poul Christian Schindler|Schindler, Poul Christian|(1648-1740)|Schindler, Poul Christian (1648-1740)|Composer|Baroque|Schindler|
schmelzer|Johann Heinrich Schmelzer|Schmelzer, Johann Heinrich|(1623-1680)|Schmelzer, Johann Heinrich (1623-1680)|Composer|Baroque|Schmelzer|
schmidt|Franz Schmidt|Schmidt, Franz|(1874-1939)|Schmidt, Franz (1874-1939)|Composer|Romantic|Schmidt|
schmitt|Florent Schmitt|Schmitt, Florent|(1870-1958)|Schmitt, Florent (1870-1958)|Composer|Romantic|Schmitt|
schobert|Johann Schobert|Schobert, Johann|(c1735-1767)|Schobert, Johann (c1735-1767)|Composer|Classical|Schobert|
schoenberg|Arnold Schoenberg|Schoenberg, Arnold|(1874-1951)|Schoenberg, Arnold (1874-1951)|Composer|20th Century|Schoenberg|
schoendorff|Philippus Schoendorff|Schoendorff, Philippus|(1558-1617)|Schoendorff, Philippus (1558-1617)|Composer|Baroque|Schoendorff|
schonebeck|Carl Siegemund Schönebeck|Schönebeck, Carl Siegemund|(1758-1806 or after)|Schönebeck, Carl Siegemund (1758-1806 or after)|Composer|Classical|Schönebeck|
schop|Johann Schop|Schop, Johann|(c1590-1667)|Schop, Johann (c1590-1667)|Composer|Baroque|Schop|
schreker|Franz Schreker|Schreker, Franz|(1878-1934)|Schreker, Franz (1878-1934)|Composer|Romantic|Schreker|
schroter|Corona Schröter|Schröter, Corona|(1751-1802)|Schröter, Corona (1751-1802)|Composer|Classical|Schröter|
schubert|Franz Schubert|Schubert, Franz|(1797-1828)|Schubert, Franz (1797-1828)|Composer|Romantic|Schubert|
schulz|Johann Abraham Peter Schulz|Schulz, Johann Abraham Peter|(1747-1800)|Schulz, Johann Abraham Peter (1747-1800)|Composer|Classical|Schulz|
schuman|William Schuman|Schuman, William|(1910-1992)|Schuman, William (1910-1992)|Composer|20th Century|Schuman|
schumann|Clara Schumann|Schumann, Clara|(1819-1896)|Schumann, Clara (1819-1896)|Composer|Romantic|Schumann|
schuncke|Ludwig Schuncke|Schuncke, Ludwig|(1810-1834)|Schuncke, Ludwig (1810-1834)|Composer|Romantic|Schuncke|
schurmann|Georg Caspar Schürmann|Schürmann, Georg Caspar|(1672/1673-1751)|Schürmann, Georg Caspar (1672/1673-1751)|Composer|Classical|Schürmann|
schuster|Joseph Schuster|Schuster, Joseph|(1748-1812)|Schuster, Joseph (1748-1812)|Composer|Classical|Schuster|
schutz|Heinrich Schütz|Schütz, Heinrich|(1585-1672)|Schütz, Heinrich (1585-1672)|Composer|Baroque|Schütz|
schwantner|Joseph Schwantner|Schwantner, Joseph|(b1943)|Schwantner, Joseph (b1943)|Composer|20th Century|Schwantner|
schwartzkopff|Theodor Schwartzkopff|Schwartzkopff, Theodor|(1659-1732) ([10])|Schwartzkopff, Theodor (1659-1732) ([10])|Composer|Baroque|Schwartzkopff|
schweitzer|Anton Schweitzer|Schweitzer, Anton|(1735-1787)|Schweitzer, Anton (1735-1787)|Composer|Classical|Schweitzer|
schwemmer|Heinrich Schwemmer|Schwemmer, Heinrich|(1621-1696)|Schwemmer, Heinrich (1621-1696)|Composer|Baroque|Schwemmer|
schwindl [de]|Friedrich Schwindl [de]|Schwindl [de], Friedrich|(1737-1786)|Schwindl [de], Friedrich (1737-1786)|Composer|Classical|Schwindl [de]|
scipionedentice|Scipione Dentice|Dentice, Scipione|(1560-1635)|Dentice, Scipione (1560-1635)|Composer|Baroque|Dentice|Scipione Dentice (1560-1635)
scipionestella|Scipione Stella|Stella, Scipione|(1558/1559-1622)|Stella, Scipione (1558/1559-1622)|Composer|Baroque|Stella|Scipione Stella (1558/1559-1622)
sclesi|Giacinto Sclesi|Sclesi, Giacinto|(1905-1988)|Sclesi, Giacinto (1905-1988)|Composer|20th Century|Sclesi|
scooterward|Scooter Ward|Ward, Scooter||Ward, Scooter|Composer||Ward|Ward, Scooter
scootward|Scoot Ward|Ward, Scoot||Ward, Scoot|Composer||Ward|Ward, Scoot
scott|Cyril Scott|Scott, Cyril|(1879-1970)|Scott, Cyril (1879-1970)|Composer|Romantic|Scott|
scottcutler|Scott Cutler|Cutler, Scott||Cutler, Scott|Composer||Cutler|Cutler, Scott
scotteyerly|Scott Eyerly|Eyerly, Scott||Eyerly, Scott|Composer||Eyerly|Eyerly, Scott
scottgilman|Scott Gilman|Gilman, Scott||Gilman, Scott|Composer||Gilman|Gilman, Scott
scotthoying|Scott Hoying|Hoying, Scott||Hoying, Scott|Composer||Hoying|Hoying, Scott
scottishchamberorchestra|Scottish Chamber Orchestra|Scottish Chamber Orchestra|||Orchestra|||
scottishnationalorchestra|Scottish National Orchestra|Scottish National Orchestra|||Orchestra|||
scottjoplin|Scott Joplin|Joplin, Scott|(c1867-1917)|Joplin, Scott (c1867-1917)|Composer|20th Century|Joplin|Joplin, Scott
scottstapp|Scott Stapp|Stapp, Scott||Stapp, Scott|Composer||Stapp|Stapp, Scott
scottweiland|Scott Weiland|Weiland, Scott||Weiland, Scott|Composer||Weiland|Weiland, Scott
scriabin|Alexander Scriabin|Scriabin, Alexander|(1872-1915)|Scriabin, Alexander (1872-1915)|Composer|Romantic|Scriabin|
sdudas|S. Dudas|Dudas, S.||Dudas, S.|Composer||Dudas|Dudas, S.
seamusmcguire|Seamus McGuire|McGuire, Seamus||McGuire, Seamus|Composer||McGuire|McGuire, Seamus
seandouglas|Sean Douglas|Douglas, Sean||Douglas, Sean|Composer||Douglas|Douglas, Sean
seanharris|Sean Harris|Harris, Sean||Harris, Sean|Composer||Harris|Harris, Sean
seankinney|Sean Kinney|Kinney, Sean||Kinney, Sean|Composer||Kinney|Kinney, Sean
seattlesymphonyorchestra|Seattle Symphony Orchestra|Seattle Symphony Orchestra|||Orchestra|||
sebastianaguileradeheredia|Sebastian Aguilera de Heredia|Heredia, Sebastian Aguilera de|(1561-1627)|Heredia, Sebastian Aguilera de (1561-1627)|Composer|Baroque|Heredia|Sebastian Aguilera de Heredia (1561-1627)
sebastianantonscherer|Sebastian Anton Scherer|Scherer, Sebastian Anton|(1631-1712)|Scherer, Sebastian Anton (1631-1712)|Composer|Baroque|Scherer|Sebastian Anton Scherer (1631-1712)
sebastianbodinus|Sebastian Bodinus|Bodinus, Sebastian|(1700-1759)|Bodinus, Sebastian (1700-1759)|Composer|Classical|Bodinus|Sebastian Bodinus (1700-1759)
sebastianduron|Sebastián Durón|Durón, Sebastián|(1660-1716)|Durón, Sebastián (1660-1716)|Composer|Baroque|Durón|Sebastián Durón (1660-1716)
sebastianiradier|Sebastián Iradier|Iradier, Sebastián|(1809-1865)|Iradier, Sebastián (1809-1865)|Composer|Romantic|Iradier|Sebastián Iradier (1809-1865)
sebastianknupfer|Sebastian Knüpfer|Knüpfer, Sebastian|(1633-1676)|Knüpfer, Sebastian (1633-1676)|Composer|Baroque|Knüpfer|Sebastian Knüpfer (1633-1676)
sebastianramondealberoyananos [es]|Sebastián Ramón de Albero y Añaños [es]|Añaños [es], Sebastián Ramón de Albero y|(1722-1756)|Añaños [es], Sebastián Ramón de Albero y (1722-1756)|Composer|Classical|Añaños [es]|Sebastián Ramón de Albero y Añaños [es] (1722-1756)
sebastianraval|Sebastián Raval|Raval, Sebastián|(1550-1604)|Raval, Sebastián (1550-1604)|Composer|Baroque|Raval|Sebastián Raval (1550-1604)
sebastiendebrossard|Sébastien de Brossard|Brossard, Sébastien de|(1655-1730)|Brossard, Sébastien de (1655-1730)|Composer|Baroque|Brossard|Sébastien de Brossard (1655-1730)
sebastienlecamus|Sébastien Le Camus|Camus, Sébastien Le|(c1610-1677)|Camus, Sébastien Le (c1610-1677)|Composer|Baroque|Camus|Sébastien Le Camus (c1610-1677)
sechter|Simon Sechter|Sechter, Simon|(1788-1867)|Sechter, Simon (1788-1867)|Composer|Romantic|Sechter|
seger|Josef Seger|Seger, Josef|(1716-1782)|Seger, Josef (1716-1782)|Composer|Classical|Seger|
seijiozawa|Seiji Ozawa|Ozawa, Seiji|||Conductor||Ozawa|
seixas|Carlos Seixas|Seixas, Carlos|(1704-1742)|Seixas, Carlos (1704-1742)|Composer|Baroque|Seixas|
selle|Thomas Selle|Selle, Thomas|(1599-1663)|Selle, Thomas (1599-1663)|Composer|Baroque|Selle|
semenhulakartemovsky|Semen Hulak-Artemovsky|Hulak-Artemovsky, Semen|(1813-1873)|Hulak-Artemovsky, Semen (1813-1873)|Composer|Romantic|Hulak-Artemovsky|Semen Hulak-Artemovsky (1813-1873)
semyonbychkov|Semyon Bychkov|Bychkov, Semyon|||Conductor||Bychkov|
senaille|Jean Baptiste Senaillé|Senaillé, Jean Baptiste|(1687-1730)|Senaillé, Jean Baptiste (1687-1730)|Composer|Baroque|Senaillé|
september|September|September||September|Composer||September|September,
sepultura|Sepultura|Sepultura||Sepultura|Composer||Sepultura|Sepultura,
sergeibortkiewicz|Sergei Bortkiewicz|Bortkiewicz, Sergei|(1877-1952)|Bortkiewicz, Sergei (1877-1952)|Composer|Romantic|Bortkiewicz|Sergei Bortkiewicz (1877-1952)
sergeilyapunov|Sergei Lyapunov|Lyapunov, Sergei|(1859-1924)|Lyapunov, Sergei (1859-1924)|Composer|Romantic|Lyapunov|Sergei Lyapunov (1859-1924)
sergeiprokofiev|Sergei Prokofiev|Prokofiev, Sergei|(1891-1953)|Prokofiev, Sergei (1891-1953)|Composer|20th Century|Prokofiev|Prokofiev, Sergei
sergeirachmaninoff|Sergei Rachmaninoff|Rachmaninoff, Sergei|(1873-1943)|Rachmaninoff, Sergei (1873-1943)|Composer|Romantic|Rachmaninoff|Sergei Rachmaninoff (1873-1943)
sergeirachmaninov|Sergei Rachmaninov|Rachmaninoff, Sergei|(1873-1943)|Rachmaninoff, Sergei (1873-1943)|Composer|Romantic|Rachmaninov|Rachmaninov, Sergei
sergeiskripka|Sergei Skripka|Skripka, Sergei|||Conductor||Skripka|
sergeitaneyev|Sergei Taneyev|Taneyev, Sergei|(1856-1915)|Taneyev, Sergei (1856-1915)|Composer|Romantic|Taneyev|Sergei Taneyev (1856-1915)
sergeyprokofiev|Sergei Prokofiev|Prokofiev, Sergei|(1891-1953)|Prokofiev, Sergei (1891-1953)|Composer|20th Century|Prokofiev|Prokofiev, Sergei
sergiomazul|Sergio Mazul|Mazul, Sergio||Mazul, Sergio|Composer||Mazul|Mazul, Sergio
sergiucomissiona|Sergiu Comissiona|Comissiona, Sergiu|||Conductor||Comissiona|
serjtankian|Serj Tankian|Tankian, Serj||Tankian, Serj|Composer||Tankian|Tankian, Serj
sermisy|Claudin de Sermisy|Sermisy, Claudin de|(c.1490-1562)|Sermisy, Claudin de (c.1490-1562)|Composer|Renaissance|Sermisy|
servaesdekoninck|Servaes de Koninck|Koninck, Servaes de|(c1654-c1701)|Koninck, Servaes de (c1654-c1701)|Composer|Baroque|Koninck|Servaes de Koninck (c1654-c1701)
sessa|Claudia Sessa|Sessa, Claudia|(c1570-c1617/1619)|Sessa, Claudia (c1570-c1617/1619)|Composer|Baroque|Sessa|
sethweeks|Seth Weeks|Weeks, Seth|(1868-1953)|Weeks, Seth (1868-1953)|Composer|Romantic|Weeks|Seth Weeks (1868-1953)
setoguchi|Tokichi Setoguchi|Setoguchi, Tokichi|(1868-1941)|Setoguchi, Tokichi (1868-1941)|Composer|Romantic|Setoguchi|
settimiacaccini|Settimia Caccini|Caccini, Settimia|(1591-1638?)|Caccini, Settimia (1591-1638?)|Composer|Baroque|Caccini|Settimia Caccini (1591-1638?)
seuerling|Charlotta Seuerling|Seuerling, Charlotta|(1782-1828)|Seuerling, Charlotta (1782-1828)|Composer|Romantic|Seuerling|
severobonini|Severo Bonini|Bonini, Severo|(1582-1663)|Bonini, Severo (1582-1663)|Composer|Baroque|Bonini|Severo Bonini (1582-1663)
seward|Seward|Seward||Seward|Composer||Seward|Seward,
seyfried|Ignaz von Seyfried|Seyfried, Ignaz von|(1776-1841)|Seyfried, Ignaz von (1776-1841)|Composer|Romantic|Seyfried|
sgambati|Giovanni Sgambati|Sgambati, Giovanni|(1841-1914)|Sgambati, Giovanni (1841-1914)|Composer|Romantic|Sgambati|
shadowmorton|Shadow Morton|Morton, Shadow||Morton, Shadow|Composer||Morton|Morton, Shadow
shaffersmith|Shaffer Smith|Smith, Shaffer||Smith, Shaffer|Composer||Smith|Smith, Shaffer
shagrath|Shagrath|Shagrath||Shagrath|Composer||Shagrath|Shagrath,
shanestevens|Shane Stevens|Stevens, Shane||Stevens, Shane|Composer||Stevens|Stevens, Shane
shannonlarkin|Shannon Larkin|Larkin, Shannon||Larkin, Shannon|Composer||Larkin|Larkin, Shannon
shaporin|Yuri Shaporin|Shaporin, Yuri|(1887-1966)|Shaporin, Yuri (1887-1966)|Composer|20th Century|Shaporin|
sharondenadel|Sharon Den Adel|Adel, Sharon Den||Adel, Sharon Den|Composer||Adel|Adel, Sharon Den
shavoodadjian|Shavo Odadjian|Odadjian, Shavo||Odadjian, Shavo|Composer||Odadjian|Odadjian, Shavo
shebalin|Vissarion Shebalin|Shebalin, Vissarion|(1902-1963)|Shebalin, Vissarion (1902-1963)|Composer|20th Century|Shebalin|
sherwinmaschwitz|Sherwin Maschwitz|Maschwitz, Sherwin||Maschwitz, Sherwin|Composer||Maschwitz|Maschwitz, Sherwin
sherylcrow|Sheryl Crow|Crow, Sheryl||Crow, Sheryl|Composer||Crow|Crow, Sheryl
shield|William Shield|Shield, William|(1748-1829)|Shield, William (1748-1829)|Composer|Classical|Shield|
shirishkorde|Shirish Korde|Korde, Shirish|(b1945)|Korde, Shirish (b1945)|Composer|20th Century|Korde|Korde, Shirish
shostakovich|Dmitri Shostakovich|Shostakovich, Dmitri|(1906-1975)|Shostakovich, Dmitri (1906-1975)|Composer|20th Century|Shostakovich|
shuttleworth|Obadiah Shuttleworth|Shuttleworth, Obadiah|(c1675?-1734)|Shuttleworth, Obadiah (c1675?-1734)|Composer|Baroque|Shuttleworth|
siafurler|Sia Furler|Furler, Sia||Furler, Sia|Composer||Furler|Furler, Sia
sibelius|Jean Sibelius|Sibelius, Jean|(1865-1957)|Sibelius, Jean (1865-1957)|Composer|Romantic|Sibelius|
sieczyński|Rudolf Sieczyński|Sieczyński, Rudolf|(1879-1952)|Sieczyński, Rudolf (1879-1952)|Composer|Romantic|Sieczyński|
siefert|Paul Siefert|Siefert, Paul|(1586-1666)|Siefert, Paul (1586-1666)|Composer|Baroque|Siefert|
sigfridkargelert|Sigfrid Karg-Elert|Karg-Elert, Sigfrid|(1877-1933)|Karg-Elert, Sigfrid (1877-1933)|Composer|20th Century|Karg-Elert|Karg-Elert, Sigfrid
sigismondodindia|Sigismondo d'India|d'India, Sigismondo|(c1582-1629)|d'India, Sigismondo (c1582-1629)|Composer|Baroque|d'India|d'India, Sigismondo
sigismondthalberg|Sigismond Thalberg|Thalberg, Sigismond|(1812-1871)|Thalberg, Sigismond (1812-1871)|Composer|Romantic|Thalberg|Sigismond Thalberg (1812-1871)
sigismundneukomm|Sigismund Neukomm|Neukomm, Sigismund|(1778-1858)|Neukomm, Sigismund (1778-1858)|Composer|Romantic|Neukomm|Sigismund Neukomm (1778-1858)
sigismundvonneukomm|Sigismund von Neukomm|Neukomm, Sigismund von|(1778-1858)|Neukomm, Sigismund von (1778-1858)|Composer|Romantic|Neukomm|Sigismund von Neukomm (1778-1858)
sigmundtheophilstaden|Sigmund Theophil Staden|Staden, Sigmund Theophil|(1607-1655)|Staden, Sigmund Theophil (1607-1655)|Composer|Baroque|Staden|Sigmund Theophil Staden (1607-1655)
silvestri|Giuseppe Silvestri|Silvestri, Giuseppe|(1841-1921)|Silvestri, Giuseppe (1841-1921)|Composer|Romantic|Silvestri|
silvetrerevueltas|Silvetre Revueltas|Revueltas, Silvetre|(1899-1940)|Revueltas, Silvetre (1899-1940)|Composer|20th Century|Revueltas|Revueltas, Silvetre
silviusleopoldweiss|Silvius Leopold Weiss|Weiss, Silvius Leopold|(1687-1750)|Weiss, Silvius Leopold (1687-1750)|Composer|Baroque|Weiss|Weiss, Silvius Leopold
simmes|William Simmes|Simmes, William|(c1575-c1625)|Simmes, William (c1575-c1625)|Composer|Renaissance|Simmes|
